4
10000 10000
2547 4682 871124108
194 3706 809070889
1887 8776 878173350
4899 224 730998462
8171 592 756036958
535 8400 808715904
4451 2448 989649553
5604 2140 986582820
7720 3976 888940031
1147 2947 856937982
9968 5046 552415559
6438 9528 681460608
1578 2383 907439238
8732 8385 625861142
2924 902 945264028
3766 2179 961904801
7606 4758 447224824
6833 8277 892083135
2643 2146 931519122
4061 6834 516697250
3619 8503 683064326
4913 9983 572456104
4706 5632 946632741
9212 4406 827146228
6212 5963 769090624
3294 8887 830998366
9452 8796 934219754
4269 756 833136261
8304 4569 919326281
4741 679 801139241
6230 8873 801508969
3121 9868 815262151
5511 8544 984223786
9666 8220 406426473
7678 4297 940055991
114 2950 670981737
4992 9989 855338669
1997 9200 850679854
2830 2575 960047303
641 187 993995471
3636 1346 928706184
8787 9183 804284760
2072 3324 935532841
6452 1036 834795974
2122 976 875616195
6696 353 862685893
9967 4983 966480539
3245 5858 704210461
7442 6068 696430074
9606 1718 833028413
4614 6671 855700481
4005 3867 936147241
3242 7686 983890789
3399 764 996217303
1228 6199 946272676
6880 6847 780656243
1539 2254 751803691
6157 4836 940146503
1523 9902 993257751
2089 3837 961641577
6956 8242 673076679
6877 224 648555509
2065 1670 940406285
3841 399 687841825
5148 9902 989051858
833 7543 974592589
93 7749 883969304
4991 5897 770564145
1022 5719 627915114
5258 694 915707573
9738 5777 969126833
6018 7337 924244214
3656 130 991369603
4602 2849 921397721
3034 8438 790735761
1956 2284 788302502
5121 2110 888290370
8881 8609 773532339
3357 9042 990639227
9506 3365 683376506
3390 2333 671884755
9919 5137 713013927
8484 1310 948434107
7318 9468 926454086
5947 3559 899112975
5868 3118 834948373
4186 3945 790916380
484 5010 717582292
7077 7851 969807786
7274 9701 799208690
7600 727 926276872
2469 4305 788527751
2802 2294 732740109
9909 8898 894223914
3464 1964 898605837
9242 6601 919626707
3113 2753 833968958
4133 6848 967408294
6981 9010 969950679
3886 9990 384387471
7416 754 804451717
1298 384 585832815
7457 8019 802795211
2796 6860 602232520
1415 9073 876565989
130 3333 978119308
1876 6736 584122409
6744 772 957920594
1339 2208 997914880
8276 2375 720902799
4338 2936 663210400
3387 397 981195225
9699 2777 768402401
3927 953 706550245
2802 1514 519821456
166 5138 859143217
631 5753 808135960
5469 8010 972073177
7463 7180 932854999
7262 1720 762445578
5580 6897 955604315
9167 7877 610504715
8251 5474 925950513
2208 6370 925941498
4741 8878 980409168
6425 2608 872374012
1515 8810 880797422
6510 7318 863895021
428 6772 939015467
8744 3461 987145314
1322 2974 733533636
3953 6768 953654973
3488 9278 823939257
2677 6105 966659487
244 6612 972241407
8335 600 799543947
1800 1775 884395495
7121 4228 753126244
5417 1592 883051317
4500 2193 617493083
9288 5142 929181811
9272 6158 508695210
2989 9046 947119350
3470 3269 838815745
2112 8030 387679828
2860 9185 878342908
1829 1041 843028515
4140 9897 960202126
1842 6841 774424307
7405 1872 849317839
8398 3878 898516961
3269 3328 958466221
3751 497 778493038
6052 1747 593376207
1234 5261 597742464
7241 1450 969090324
777 9450 693760625
1932 336 982978354
4583 5868 728144808
3730 5609 855300997
2259 7178 696406645
8496 9226 754098769
2084 9467 848242213
6697 3788 928319785
3008 5239 789798642
5673 7625 973321023
744 3341 522928867
1740 9463 768632798
4969 1855 817619467
8289 3285 702141264
7855 8837 830892607
8220 9368 972230678
9238 7071 794175915
6858 7608 744178273
2472 146 713866478
9532 80 890026995
2153 3037 847736630
9912 4554 445433470
7401 9234 887878032
5622 1239 996071183
1983 6847 802517778
357 1469 683044648
4786 1634 940369668
6749 1642 855657857
369 8890 865275945
4383 6118 760469173
5826 4753 885373509
5037 3534 858612071
3809 9635 888085879
8217 8608 866361914
8203 7002 667216561
7599 3150 544222704
7634 471 792401021
5751 7696 880296120
8972 8876 832207061
271 174 677403586
9350 635 787173302
7410 547 506749027
9126 2277 869021519
1083 1290 897656297
5150 2972 975610619
4048 8110 653327800
2463 811 973364282
9078 792 970505944
3848 4101 898117135
4043 5176 627989708
4984 9455 777246804
5824 9517 556607475
2827 5213 637017186
9091 5977 587103821
2078 7406 724724725
5593 1733 968182317
2569 5448 693501776
7548 4025 698446013
3209 7279 559456309
2536 2788 803235812
9990 7897 961825880
7481 9328 801309459
5368 4557 927510996
9861 3519 922932541
5711 8540 963850233
6813 8694 925517584
8214 7488 831709078
1865 1391 790627629
8055 2896 906383303
2282 3805 830496668
9107 6359 808703978
6162 2372 833408822
9395 6503 568685546
4057 2116 967384127
1632 7929 583688231
4677 5699 969174637
5597 1848 957286525
2453 4959 942888510
2587 5878 997832021
2589 6553 775332839
9016 4549 997504313
7769 4819 724673447
1314 835 978100224
4173 7709 911601428
979 5023 262165741
8237 1132 403433295
9181 8316 675684763
4860 2658 731164803
4854 6971 929329961
6648 5876 985588592
1447 5086 927913679
9760 1923 981542193
2746 6083 882281890
12 4874 392561849
1279 5887 550898895
9785 8873 775740843
1494 7077 996422314
6498 7316 730858596
1620 7624 990548312
4109 7892 877021722
8384 4373 982220400
8139 6698 992335746
7783 2420 829750966
3073 466 714410882
467 6183 713667452
1448 6454 960434728
2239 8188 947455392
7147 7506 640370477
5667 7098 904596679
2151 5914 895758992
6120 2410 973295840
2421 9558 952807782
4694 5105 989128611
8641 2965 975370748
942 8492 880972909
7869 3787 718783536
4905 1620 853124411
5108 3555 947224142
8825 1760 787633503
9805 74 838166177
2704 2069 949128678
71 6866 976632628
1710 2704 636780481
5114 5325 965708069
4822 6929 908773889
2712 4267 782969517
2368 2181 999912836
9951 5053 946388472
4244 3473 401574240
660 9997 647366038
9026 5833 914811086
2382 2819 927260419
1642 3308 815537313
7428 4313 409048756
8614 2610 477905363
5600 9896 866385751
7049 9168 846475956
7960 2873 884547149
2314 6997 837603635
9513 8099 972319074
3161 3557 820958908
5320 3418 794776166
8347 7820 828973847
8750 7004 975449532
2098 8301 603111299
9907 5617 942032871
4860 8537 966332626
4952 6528 987704536
2291 4608 920653086
6218 1500 340916735
4097 2150 963330710
8103 9861 809249684
5240 7866 890171681
3332 8744 594925036
603 6591 960319603
1967 623 435524724
10000
2574 6438 7316 7910 85323736
1379 6851 5296 9517 208663693
6064 7249 3706 4575 6562934
1759 2396 4400 4574 176723846
2427 7947 1376 5198 426599819
5948 9631 2983 4328 159791502
6383 7072 1515 5463 16485316
5194 8107 2186 6525 627555071
2869 8758 1279 1871 190960169
3695 9546 719 7396 278332566
3461 7287 7191 8590 217619553
889 6988 296 2751 465238263
172 7220 6385 8725 111951056
2272 3368 8625 9108 433914631
3757 8796 4185 4699 41452498
8053 9777 1954 3892 298017489
2498 6499 2534 7512 176613013
9118 9716 2665 8722 324909202
5411 9083 1511 4553 276503607
268 4359 256 546 396444142
2030 5122 2601 9402 37927145
6253 7930 2215 2796 110418746
593 727 7898 8488 37685073
422 2043 4267 8883 329152499
8441 9961 1355 1761 133555887
52 6100 7253 9096 25463839
3474 3640 41 6249 341800175
4143 7237 1985 8520 207594954
2319 8184 4863 9588 26835983
9564 9938 1761 3295 145907972
912 1387 2787 5889 115223262
4695 9566 4459 8889 252500651
3508 5922 1267 6929 384087807
204 4575 8599 9420 108672017
621 5356 4635 5321 244188787
133 6305 1874 3942 385984680
3632 4583 6022 6039 85383735
5139 7802 5263 9943 9906080
4091 6980 378 447 20593901
4448 8820 7901 9276 286044337
627 3868 6616 8233 64721281
3417 5273 2313 9492 7880931
3083 7181 935 2602 156660249
1107 2229 1110 2683 263218276
2840 4987 2375 6665 314908200
2307 2562 2613 9790 463888682
2193 7153 158 7715 120289499
809 2173 3007 8613 190471345
830 4843 4192 5694 381137616
1450 3260 3675 8874 115251081
5236 5992 678 3565 61109970
2869 7097 2522 7198 113561135
1074 7195 3284 4611 26708906
4223 5119 7044 8282 334415665
3406 7655 34 7504 129547748
3767 4166 38 6454 66985431
845 4861 978 1381 258868101
4600 9896 1771 5776 35268194
7746 7969 2560 5867 15865793
472 1549 2759 3980 297622998
2200 3900 2667 3359 18235202
1347 2467 3467 6635 186079544
3376 4617 593 3664 84770291
696 6079 4045 9592 475897029
1850 7657 268 8161 260721865
678 4463 303 2184 199848918
4122 8665 298 4831 257752815
5523 7585 6960 7876 272767044
6463 8969 1174 2863 154552756
1824 7677 1752 2904 115964383
4144 9995 3863 6196 455564710
2704 8394 39 1058 56974493
269 2317 828 8132 345889165
5251 6900 93 4235 136914393
6719 7369 404 8216 73445686
127 5155 6504 8751 355225636
305 865 6234 9738 109106948
806 9879 483 8886 383817823
1102 9247 4440 8888 96976979
5793 6954 3106 5410 413940555
948 2472 1828 9185 32667039
531 4110 417 9709 308363657
5059 7659 3922 9122 442555468
1923 3747 4713 9112 354092700
2457 4369 6223 6705 126121803
883 1257 2248 8999 112416135
4146 5910 870 5392 109740046
4823 6309 2996 6918 30240633
1412 4000 693 4514 113179151
5397 5910 3051 5548 301824234
1881 7578 3214 6250 296172300
300 2784 4198 6342 15145675
5799 8651 323 3801 137179007
4544 7839 1748 3275 47018131
3688 4913 1142 3781 190024715
437 9560 1113 3218 155860646
2887 4192 6895 9669 18970743
3291 3445 1725 2246 437084669
2567 8176 5351 8983 10399181
257 7413 4116 9038 48488238
408 4083 5834 9627 6875312
1182 1287 1200 3898 127094784
828 3524 2005 3295 202532651
2348 7116 17 9369 203338036
508 9414 5818 6783 62381175
6062 9240 1827 3274 442878286
5719 8412 2746 8535 128138798
2442 4546 9201 9922 104000392
4191 6161 6507 7838 62309423
5491 7537 4649 9441 8376241
2672 3862 1710 6421 191400144
8212 8636 2994 5224 401774391
725 8774 1341 8031 12964809
2637 3696 1260 9581 214808588
5225 7413 4630 5500 55103033
880 8344 5467 9707 238480858
688 6073 6132 6744 34322801
6763 9401 4787 9527 261284331
391 2961 5875 9219 171868957
3731 6029 488 5311 469254081
2888 3577 942 2921 81917813
471 3394 3870 6076 42985928
7383 8350 5762 7526 139962573
457 8973 3515 6181 86787054
4139 4803 4083 6149 436372819
3134 4415 4821 8700 154405994
165 3357 5891 9431 389013049
3269 3765 4594 6696 405495176
3150 6135 4060 7326 91258589
3131 6316 310 1426 221331900
2564 8909 5176 6589 412182542
4891 6250 1109 6154 129515748
3404 8788 5549 7980 32885630
6210 6570 1236 3531 203718922
2727 5059 7434 8644 15405741
8977 9244 2169 9755 71310551
3703 5212 7463 9967 43199769
3820 5254 1903 2118 13167694
5523 9372 1898 6568 209826220
85 377 4152 7436 251913687
1078 4818 3902 6134 114137263
1082 9860 4277 9203 49922785
4675 7971 3836 9817 464565030
805 2360 2657 6927 8402137
1621 2457 8409 8634 100988528
6364 8498 557 6513 334629577
2157 2175 1428 6518 287126541
2012 6521 4108 7743 552609508
5937 7493 2342 5078 358990339
1523 8090 8416 9183 7648583
5883 9336 6451 8591 276611840
3382 6750 4080 8415 345451878
1713 4945 1016 7593 191146443
327 2476 3431 5136 86231773
354 8034 5991 7412 74941827
4496 5734 4241 9761 279850209
3924 8795 2992 5954 27642151
6262 9409 6342 6946 266690004
427 1700 2522 8502 45755019
3268 3283 2608 5410 142493953
1191 4259 606 2003 64020028
8269 9257 3421 8184 200277204
6693 6970 5573 8345 229548703
205 608 3542 7815 53850076
1229 2948 5216 6452 55502651
7202 8614 4879 8840 128892691
893 9266 2556 3007 28217438
6091 8318 7316 8194 364013306
3437 4311 4303 4648 182372162
1903 6881 7385 7732 288052282
1915 9469 4005 5032 95580374
448 1517 8600 9733 84267815
4192 8819 2827 8303 113114775
3110 7965 1544 3460 570642369
1817 9549 4901 6577 75396382
582 2374 747 3918 94143772
435 9829 2824 6703 81637259
2653 9003 2839 7272 420594023
4536 6500 2640 9965 265219294
3764 7003 2595 9677 542938983
1690 8627 2724 2893 102994691
1894 2714 2734 5660 182757855
960 4433 8626 9568 46635396
3754 4810 4506 5846 205802863
3482 6694 1893 8834 336348742
9058 9257 1976 8214 201928515
544 666 2431 3626 225032798
713 3982 2806 7901 175628982
2300 6579 2815 8332 301374680
3029 5462 3872 9800 326489290
2440 8696 3811 9106 205004708
3025 4674 357 4720 496279023
1097 6388 3328 5846 353866226
178 4164 1616 3176 195034072
1107 7904 74 4450 21784231
987 8777 8657 9077 50813406
4671 6199 3955 6855 206540404
1330 2183 3216 5405 185245881
6385 8493 4545 6855 178241580
388 711 2267 4450 28377954
924 2708 5228 6470 348059053
6623 8861 1676 3921 483429626
3573 4032 1614 3501 335444641
5178 8060 1239 8667 140374909
2498 4659 5460 8965 262325283
846 6040 1451 4664 8821296
123 2210 5317 8849 175534386
2018 2028 6004 7114 94766986
2133 8936 6659 8667 373519540
718 6657 2256 6593 131871047
4891 9589 362 3931 333104181
5317 5579 1579 4343 256452736
4096 4197 3794 9226 272275777
1739 4015 2595 6622 382576279
2784 7937 4822 5627 85756716
707 3332 4309 9697 2000603
6607 6680 4 1984 59833737
2191 7278 4774 8447 530420429
2546 9129 989 1174 64562270
4224 9969 1610 2244 390077788
1416 2365 284 5801 412825066
5937 7837 1694 6590 229178914
5001 8990 2760 6656 319515868
1216 9515 1172 2526 39981809
274 4825 2314 7432 630961913
1134 6313 2758 5265 292627516
2984 8939 4337 6942 48130479
1566 4008 3540 3729 283514428
1809 2103 1520 9805 249502809
2409 8166 9657 9737 358377908
1650 1668 1760 6980 210996803
1471 4002 4111 9724 277367
339 7185 380 4881 246110512
2059 5966 2537 4942 47807599
927 1040 2285 6386 236905199
847 2752 4712 6091 20218299
7628 9667 3457 9670 52429723
2831 6475 2071 8522 232466157
2365 3631 1525 5536 78332709
3283 7711 2153 8106 51548593
5553 6084 2288 3059 87036104
3083 8787 7262 8217 17508787
1749 2141 766 7503 551448401
1268 6703 782 2824 25966404
1198 8638 1575 6767 4277314
5225 7229 6306 9937 251566323
7121 9188 1090 2931 71259149
1026 9065 4666 9129 952672
2694 8409 6886 7090 13353471
8808 9280 4835 7102 330478605
857 5027 562 2653 649560219
4493 6090 686 1240 503475943
1171 4401 2318 2725 8233881
6577 7998 1187 8767 188182144
1101 8342 3303 6198 165960769
2419 3186 8535 8896 46021857
6189 6590 85 6717 204646028
7252 7435 3463 4156 145364388
2892 4710 8584 9535 47053569
1689 7973 6559 7237 183044003
3050 7336 597 1896 58489980
3035 9150 1213 1580 15711991
7677 8335 5576 8470 636673851
5022 7006 2430 7049 95435894
3609 6257 227 6285 169569796
1685 4116 1676 9216 497144807
2053 7579 2644 8156 91816116
168 7311 2748 5092 126988903
1511 3132 6162 8017 438035993
929 4103 6900 6971 64661140
737 9545 3794 9125 359071985
4319 7941 4569 7948 82170268
8519 9132 2575 5997 14010933
958 7666 5065 8900 139520395
4167 5402 7385 9982 148024536
3174 9769 967 2754 11283750
1558 8609 2869 7256 83387417
3095 5507 5727 6237 285409012
7344 7647 4486 7907 23436217
2691 6574 3009 8625 211033781
4881 5631 3941 7060 279662036
1053 4689 6703 7235 16063826
1513 7180 6875 7051 59546830
3147 9092 4281 8798 123174461
4899 6737 3493 7270 183879968
6205 8207 3394 4088 488573657
8120 9198 5276 8170 197390920
915 7192 5159 7117 188538087
2410 8472 3456 6841 92663987
4832 6504 926 3473 67535001
2763 9316 1137 7924 289020292
1615 5321 3893 4963 403286449
2133 3466 986 7162 289968738
2993 6549 1380 1467 145889223
7118 7693 5527 8818 46234419
2485 6023 7883 9347 271157552
8462 9962 6640 6669 161348156
7573 9690 1701 7140 100334695
338 3710 1382 7696 15902826
6317 8486 4095 4116 3170496
559 9869 5021 9000 1140251
4769 5849 1182 9952 596100085
561 798 3056 4156 64366734
4442 9901 622 7071 44676329
432 6944 1947 2688 129204804
5395 7151 334 7156 127359113
5585 9153 6709 9910 43146257
5705 7409 1198 6900 350502662
2849 6686 5380 9903 210111216
4736 5992 2368 3731 193353990
3224 4607 3109 7054 168633186
1438 9608 7200 9072 245480818
7137 9106 3878 8657 263632723
4526 9777 3041 8881 53177812
9617 9763 1479 6317 291611977
3474 9673 4658 4661 19791810
1314 5671 601 6899 94169396
5148 6650 8 1641 726992058
2186 4842 2698 6422 515983559
341 3155 5992 8030 321260384
3118 5145 5295 9642 22743139
5368 9571 1436 8782 59390895
6507 8432 812 9430 241342675
1175 2492 2089 2114 62963564
6509 9483 5264 8562 150131215
632 3022 2579 9832 71728362
1217 6483 1244 4621 44711171
4884 6839 852 5040 121567899
4667 7309 342 8438 75432609
8734 9997 5307 6962 9560194
541 1303 6160 6782 164929698
6261 6836 831 9062 51630986
6818 7954 141 9603 721320406
3334 9774 6037 8344 186811124
4560 8615 1094 7991 14419234
3849 9839 2343 2691 46712287
5333 8046 971 5636 410131064
4903 5040 1784 8759 309798331
334 3969 4968 9087 17564541
6491 8812 5769 9588 19221582
4451 9590 6195 6389 109174774
2877 9967 3199 9479 538237102
1577 7546 133 2593 405631812
5250 5894 8615 9194 15646016
902 5174 9140 9577 126918273
9048 9182 511 9560 611336864
3273 6908 8394 9931 168376366
771 2188 5037 7657 316730772
477 5250 5204 8933 571337809
4260 8963 5365 6409 372916130
7821 8892 5593 7620 281080290
1722 2866 1060 6131 448380086
2411 9549 5085 5352 7361317
5568 9203 284 3809 299488
2005 6139 8409 9555 120987974
6891 7563 238 1290 827671253
427 6054 507 2713 477480710
547 5501 7893 9243 71686891
3499 4472 1656 5490 69051412
6 9198 226 417 96315922
1689 4480 5746 8252 440583955
5340 8625 3515 9053 20801731
739 2258 5387 9641 227533546
3541 7103 7355 9737 296533050
4944 8832 8541 8733 279781886
